Name,Phone Number,Category,Product,Customer Review (Score),Detailed Review (Product),Email,State,Address,Customer Review (Site),Most Bought,Most Searched,Churning Score
Indrans Issac,0573568595,Home Appliances,Refrigerator,1.2,Amazing features at this price! Highly recommended.,tiyabali@yahoo.com,Meghalaya,"66
Uppal Chowk, Jaipur 086186",3.2,Microwave,Refrigerator,81
Sara Sarna,02116091569,Sports,Football,4.3,Amazing features at this price! Highly recommended.,rbarman@yahoo.com,West Bengal,"45/02, Ramesh Chowk, Patiala-418361",4.3,Football,Badminton Racket,12
Advik Ramaswamy,00565713164,Electronics,Smartphone,3.3,Loved it! Exactly what I was looking for.,inaaya-15@luthra.com,Tripura,"82/27, Vohra Marg
Rewa-211484",2.2,Smartwatch,Headphones,92
Samaira Varghese,9.12844E+11,Beauty,Foundation,1.2,Excellent quality! Very satisfied with the purchase.,miraya66@tiwari.com,Karnataka,"37/63, Dugar Street, Jalgaon 665054",4.8,Lipstick,Lipstick,68
Yakshit Kara,9.13616E+11,Home Appliances,Washing Machine,4.4,Not as described. Disappointed with the quality.,nirvaan76@dugal.info,Chhattisgarh,"02/945
Chandra Circle, Khandwa 786649",1.8,Microwave,Refrigerator,95
Himmat Tandon,2159625786,Electronics,Laptop,4.8,"Works well, but could be improved in durability.",thakkarnirvi@yahoo.com,Uttarakhand,"02, Gera Nagar, Bokaro-475862",3.6,Smartwatch,Laptop,88
Zaina Deshpande,00953735190,Electronics,Headphones,3.5,Poor customer service. The product was damaged on arrival.,gollakimaya@gmail.com,Rajasthan,"46
Dayal Marg
Barasat 538847",1.3,Smartphone,Tablet,48
Aayush Bora,00129561384,Beauty,Face Cream,1.3,"Works well, but could be improved in durability.",gokuldalia@brar.info,Himachal Pradesh,"339, Butala Marg
Solapur-202284",4.4,Lipstick,Foundation,62
Madhav Rajan,2083478076,Clothing,Jacket,2.1,"Works well, but could be improved in durability.",reyanshbhattacharyya@bhargava.com,Uttar Pradesh,"H.No. 73
Sehgal Road
Mira-Bhayandar 387048",1,T-shirt,T-shirt,33
Shayak Dora,4117004428,Electronics,Smartphone,3,"The product is decent, but delivery took too long.",devanzain@gmail.com,Odisha,"79, Tailor Road
Guwahati 530613",2.4,Tablet,Smartwatch,28
Armaan Madan,07276027906,Books,Comics,4.9,Not as described. Disappointed with the quality.,vrajagopalan@bhatti-devi.org,Punjab,"920
Bhalla Nagar, Ludhiana-323949",1.5,Comics,Fiction,61
Aayush Kala,1237850195,Books,Educational,2.4,Amazing features at this price! Highly recommended.,sethmehul@yahoo.com,Haryana,"H.No. 51, Ravel Zila, Serampore-772402",1.5,Non-fiction,Comics,87
Shamik Viswanathan,7800574129,Books,Fiction,4.5,"The product is decent, but delivery took too long.",lbora@yahoo.com,Assam,"H.No. 682, Lal Ganj
Giridih 243511",4.4,Educational,Educational,11
Divit Sarma,9.15623E+11,Books,Fiction,3.9,Great value for money. Will buy again.,msur@krishnan-dora.net,Bihar,"H.No. 77
Luthra Street
Tiruppur-785802",2,Comics,Non-fiction,73
Ritvik Wali,3632365246,Books,Non-fiction,3.7,Not as described. Disappointed with the quality.,comarpranay@gmail.com,Uttar Pradesh,"H.No. 216
Rajagopal Road
Khandwa-078821",4.9,Comics,Fiction,20
Indrans Guha,9722006050,Sports,Badminton Racket,1.1,Poor customer service. The product was damaged on arrival.,bmandal@gmail.com,Haryana,"H.No. 43, Rattan Nagar, Coimbatore-417394",2.6,Badminton Racket,Cricket Bat,71
Samar Manda,9.18505E+11,Clothing,Jacket,3,Great value for money. Will buy again.,indrajitsami@ravel-rau.net,West Bengal,"885, Dhar Zila
Narasaraopet 037648",2.8,Jeans,Shoes,26
Tushar Tella,3805406085,Sports,Football,1.1,Not as described. Disappointed with the quality.,fbhandari@hotmail.com,Mizoram,"H.No. 138, Kumar Marg
Hindupur 536538",1.8,Yoga Mat,Football,89
Anvi Zacharia,9.1746E+11,Books,Educational,2.9,Not as described. Disappointed with the quality.,karanivan@chopra.info,Odisha,"02
Dey Chowk, Vadodara 651052",1.6,Non-fiction,Non-fiction,5
Divij Sridhar,7216312131,Electronics,Headphones,3.4,Loved it! Exactly what I was looking for.,pshroff@gmail.com,Uttarakhand,"690
Loyal Ganj
Patiala 017183",1.7,Smartphone,Tablet,57
Himmat Loyal,9.12744E+11,Home Appliances,Refrigerator,4.5,Not as described. Disappointed with the quality.,mverma@gmail.com,Tamil Nadu,"23
Sood Road, Solapur 041075",3.4,Air Conditioner,Washing Machine,20
Gokul Sidhu,09021936848,Home Appliances,Washing Machine,4.3,Loved it! Exactly what I was looking for.,hansh43@hotmail.com,Tamil Nadu,"92/144, Sibal Chowk, Bangalore 721813",4.6,Washing Machine,Refrigerator,5
Umang Uppal,05832443964,Sports,Cricket Bat,1.5,Loved it! Exactly what I was looking for.,anandkiara@hotmail.com,Mizoram,"30/338
Lala Street, Silchar-108517",2.3,Football,Cricket Bat,54
Sahil Grover,4147771135,Clothing,Jacket,1.1,Superb performance! Exceeded my expectations.,ramachandranprisha@gmail.com,Mizoram,"53/04, Basu Marg, Mehsana 375078",3.8,Saree,T-shirt,50
Hrishita Zacharia,9.18796E+11,Home Appliances,Washing Machine,2.5,Excellent quality! Very satisfied with the purchase.,sekhonsaanvi@yahoo.com,West Bengal,"H.No. 01
Rao Path, Bhiwandi-272581",1.6,Microwave,Washing Machine,60
Purab Joshi,5491038118,Sports,Football,2.2,Excellent quality! Very satisfied with the purchase.,varkeypurab@yahoo.com,Jharkhand,"72/32
Manda Street
Sagar-548957",4,Cricket Bat,Yoga Mat,62
Amira Sankaran,08087941756,Books,Comics,3.6,Not as described. Disappointed with the quality.,raorhea@gmail.com,Assam,"24/758, Cherian Zila, Amritsar-545271",3.8,Comics,Non-fiction,30
Damini Chada,3110855807,Books,Fiction,1.3,Amazing features at this price! Highly recommended.,goleaniruddh@bhatti.com,Nagaland,"H.No. 79, Shenoy Marg
Satara 701538",4.9,Educational,Comics,5
Tejas Trivedi,05113203103,Home Appliances,Refrigerator,1.3,Average product. Expected better quality.,uatwal@yahoo.com,Meghalaya,"H.No. 234, Chhabra Marg
Bidhannagar-777391",1.3,Microwave,Air Conditioner,63
Indranil Devan,05347995438,Books,Non-fiction,1.2,Poor customer service. The product was damaged on arrival.,gokhaleyakshit@walla.com,Punjab,"76/970, Bhat Marg, Kumbakonam 971730",3.1,Non-fiction,Non-fiction,92
Priyansh Zacharia,9.15406E+11,Sports,Yoga Mat,2.7,Great value for money. Will buy again.,shankerpurab@krishnan-singhal.com,Himachal Pradesh,"45
Mallick Marg
Tezpur-453688",3.4,Yoga Mat,Cricket Bat,72
Jivika Kota,06352565800,Sports,Yoga Mat,4.8,Poor customer service. The product was damaged on arrival.,raoshalv@wable-sangha.com,Madhya Pradesh,"05, Kalita Road, Narasaraopet 441717",1.8,Badminton Racket,Cricket Bat,56
Yakshit Biswas,2201051617,Beauty,Perfume,2.8,Loved it! Exactly what I was looking for.,wshanker@gaba-bhakta.com,Rajasthan,"84/40
Thakkar Road
Jorhat 433664",4.2,Perfume,Lipstick,32
Zaina Mandal,9.1393E+11,Beauty,Perfume,2.5,Excellent quality! Very satisfied with the purchase.,mahikakrishnan@mannan.com,Uttarakhand,"026, Bala Street, Bhavnagar 367700",4.7,Face Cream,Lipstick,14
Nishith Ramakrishnan,9.14659E+11,Sports,Yoga Mat,2.9,Superb performance! Exceeded my expectations.,ehsaansahota@hotmail.com,Arunachal Pradesh,"H.No. 588
Dayal Path
Karawal Nagar-316321",4.7,Badminton Racket,Football,64
Shlok Mammen,9.12364E+11,Electronics,Headphones,2.5,Superb performance! Exceeded my expectations.,faiyaz41@cheema.com,Madhya Pradesh,"H.No. 647, Kannan Marg, Raurkela Industrial Township 204342",4.6,Smartwatch,Smartwatch,11
Baiju Mammen,08958824150,Clothing,Shoes,3.8,Poor customer service. The product was damaged on arrival.,fjain@bera.com,Uttarakhand,"02, Tella Zila
Bokaro-512037",5,Jeans,Saree,99
Dhanuk Sandal,2905873129,Clothing,Shoes,4.1,"Works well, but could be improved in durability.",parichanda@gmail.com,Assam,"98/26
Kulkarni
Satara 670117",4.4,T-shirt,T-shirt,19
Kiaan Arora,9.13725E+11,Home Appliances,Refrigerator,4.8,Loved it! Exactly what I was looking for.,bumbchirag@kata.org,Tamil Nadu,"98, Bansal Road, Chandigarh 748150",3.2,Refrigerator,Washing Machine,68
Chirag Kapadia,7444362040,Beauty,Lipstick,1.3,Great value for money. Will buy again.,chirag95@kant-maharaj.com,Tamil Nadu,"33, Ramaswamy Path
Aurangabad 720565",4.8,Face Cream,Lipstick,0
Zoya Choudhury,01067028378,Sports,Cricket Bat,2.2,Loved it! Exactly what I was looking for.,sachdevaranbir@ramanathan.com,West Bengal,"H.No. 719
Chauhan Marg
Imphal-233885",4.1,Football,Football,88
Hunar Gulati,9071126371,Sports,Badminton Racket,4,Superb performance! Exceeded my expectations.,siya29@gmail.com,Goa,"06/565
Sastry Street
Madhyamgram 700814",5,Cricket Bat,Badminton Racket,44
Myra Chanda,08075524611,Home Appliances,Washing Machine,1.1,Average product. Expected better quality.,chakrabortyeshani@yahoo.com,Himachal Pradesh,"48/76, Sinha Ganj
Bilaspur-125240",4.6,Air Conditioner,Air Conditioner,4
Kismat Shroff,9.1159E+11,Electronics,Headphones,3.6,"The product is decent, but delivery took too long.",tarasha@yahoo.com,Odisha,"H.No. 36
Viswanathan Marg, Rohtak 943123",1.2,Laptop,Smartphone,50
Neysa Cheema,9.14894E+11,Home Appliances,Air Conditioner,2.4,Loved it! Exactly what I was looking for.,lsur@yahoo.com,Jharkhand,"H.No. 358
Garde Circle, Aizawl 992036",2,Refrigerator,Air Conditioner,12
Madhav Basu,9.17101E+11,Home Appliances,Microwave,4.7,Superb performance! Exceeded my expectations.,sethdamini@yahoo.com,Maharashtra,"01/80, Tripathi Circle
Bulandshahr 035580",3.9,Refrigerator,Microwave,25
Kimaya Sami,9483885189,Books,Fiction,4.5,Great value for money. Will buy again.,mahalzoya@yahoo.com,Bihar,"81/469, Bora
Gandhidham-835094",4.8,Fiction,Educational,46
Kashvi Chahal,05020559278,Books,Comics,2.4,Poor customer service. The product was damaged on arrival.,ladyuvraj@gmail.com,Punjab,"709
Aggarwal Circle, Ghaziabad 258760",3.9,Educational,Fiction,47
Nirvi Doshi,9.13021E+11,Electronics,Headphones,3.7,Amazing features at this price! Highly recommended.,ravaldivyansh@dalal-vala.biz,Uttar Pradesh,"90/84
Srinivas Zila, Erode 230114",4.9,Smartphone,Laptop,66
Kaira Dutt,9.18754E+11,Beauty,Lipstick,2.3,Amazing features at this price! Highly recommended.,vanne@shetty-deol.net,Sikkim,"77/74
Divan Marg, Haldia-627037",3.1,Lipstick,Face Cream,69
Alia Kashyap,9.14162E+11,Beauty,Perfume,3.1,"The product is decent, but delivery took too long.",chanderzaina@dhingra-gandhi.com,Punjab,"H.No. 93
Chawla Circle
Dhanbad-043797",2.7,Perfume,Face Cream,30
Rasha Khanna,9.11497E+11,Beauty,Perfume,3.3,Amazing features at this price! Highly recommended.,lvenkataraman@hotmail.com,Kerala,"H.No. 237, Upadhyay Marg
Bidhannagar-785731",3.3,Foundation,Perfume,56
Tarini Dasgupta,02452877700,Beauty,Lipstick,2.3,Great value for money. Will buy again.,kairavig@hotmail.com,Bihar,"H.No. 55
Khosla Zila, Proddatur-499736",2.4,Foundation,Face Cream,7
Seher Venkataraman,9.10588E+11,Electronics,Smartphone,3.6,Loved it! Exactly what I was looking for.,rasha11@barman.com,Madhya Pradesh,"71, Lanka Path, Thoothukudi 310997",2.5,Headphones,Smartphone,14
Samar Bala,9.16851E+11,Home Appliances,Air Conditioner,4,Average product. Expected better quality.,darshitbumb@gour-walia.com,Jharkhand,"517
Dora Zila
Alwar 498092",2.9,Air Conditioner,Washing Machine,93
Riya Bhandari,9.19246E+11,Sports,Cricket Bat,1.3,"Works well, but could be improved in durability.",waglevanya@kalla.net,Madhya Pradesh,"08/120
Rege Path
Durgapur 560604",1.6,Yoga Mat,Badminton Racket,31
Alia Ghose,06005398781,Sports,Football,1.3,Loved it! Exactly what I was looking for.,taransankar@gmail.com,Bihar,"H.No. 87
Jayaraman Path, Thrissur 764475",3.9,Badminton Racket,Yoga Mat,82
Bhavin Sethi,00021770893,Books,Educational,3.8,Amazing features at this price! Highly recommended.,indranilgaba@yahoo.com,Andhra Pradesh,"56, Rout, Giridih 390802",1,Educational,Fiction,85
Hridaan Doshi,01810009856,Books,Comics,4.6,Excellent quality! Very satisfied with the purchase.,lbhattacharyya@baral.net,Goa,"90/89
Ram Marg
Tadepalligudem 444428",2.4,Non-fiction,Comics,53
Rania Thakkar,4258016597,Electronics,Headphones,3.3,Loved it! Exactly what I was looking for.,miraanbala@gmail.com,Mizoram,"56, Tata Circle
Patiala-018015",2.9,Laptop,Headphones,73
Hrishita Zachariah,9.14556E+11,Books,Non-fiction,3.2,"The product is decent, but delivery took too long.",jiyamander@chakraborty.com,Assam,"76/993
Bhardwaj Chowk, Dehri-764744",3.5,Fiction,Non-fiction,4
Samarth Kannan,9.1E+11,Home Appliances,Washing Machine,3.2,Loved it! Exactly what I was looking for.,jhaveriehsaan@gmail.com,Mizoram,"46/204, Shah Ganj
Sangli-Miraj & Kupwad-809358",1.1,Air Conditioner,Air Conditioner,68
Mohanlal Bhatnagar,9.14614E+11,Electronics,Smartwatch,4.5,Poor customer service. The product was damaged on arrival.,aarav38@yahoo.com,Bihar,"85/650, Banik Path
Jehanabad 905498",4.3,Laptop,Tablet,23
Ela Sethi,9.11527E+11,Electronics,Smartphone,1.7,Loved it! Exactly what I was looking for.,ishita85@hotmail.com,Assam,"H.No. 79
Karpe Ganj
Nashik-826495",4.8,Laptop,Tablet,34
Faiyaz Karpe,00390243818,Clothing,Jacket,4.2,Superb performance! Exceeded my expectations.,pjain@yahoo.com,Meghalaya,"18, Chawla Road, Nanded 215205",4.8,T-shirt,Shoes,24
Manjari Bhagat,06614569984,Sports,Badminton Racket,4.8,Loved it! Exactly what I was looking for.,rajyuvraj@yahoo.com,Kerala,"H.No. 84
Mand
Malda-295437",3.1,Badminton Racket,Badminton Racket,69
Arhaan Iyengar,9.13509E+11,Electronics,Tablet,3.5,Great value for money. Will buy again.,bhamini64@yahoo.com,Karnataka,"50/546
Dube Zila
Bangalore-314750",2,Smartphone,Smartphone,44
Romil Sen,03936208737,Clothing,Jacket,4.8,Amazing features at this price! Highly recommended.,anya15@gaba-ray.com,Manipur,"95/14, Brahmbhatt
Patna 484310",3.4,Jeans,T-shirt,33
Yashvi Jayaraman,4061860919,Books,Non-fiction,1,Loved it! Exactly what I was looking for.,jainsuhana@bala.org,Karnataka,"11, Ahluwalia Nagar
Gopalpur-083715",1.7,Non-fiction,Non-fiction,67
Himmat Sur,09331935538,Books,Non-fiction,4.7,Average product. Expected better quality.,faiyaz03@kar.info,Rajasthan,"00
Kant Chowk, Mathura 647694",1.3,Comics,Comics,78
Saanvi Batra,9.19898E+11,Home Appliances,Washing Machine,2.6,"Works well, but could be improved in durability.",anaya17@gmail.com,Kerala,"H.No. 882
Sabharwal Nagar, Jaunpur 664039",4.2,Refrigerator,Refrigerator,51
Gatik D’Alia,9.15194E+11,Home Appliances,Air Conditioner,3.2,Amazing features at this price! Highly recommended.,adira33@kota-manne.org,Uttarakhand,"H.No. 17, Chada Ganj, Kolkata-024321",1.5,Washing Machine,Washing Machine,96
Ojas Bhatnagar,9.18893E+11,Books,Comics,1.4,Not as described. Disappointed with the quality.,kismatvarty@bakshi.net,Jharkhand,"10/79, Shenoy Chowk
Varanasi 918649",3.8,Comics,Fiction,5
Indranil Barman,9.13492E+11,Sports,Cricket Bat,4.6,Superb performance! Exceeded my expectations.,prishasanghvi@solanki.com,Madhya Pradesh,"03, Kulkarni Zila, Firozabad-219544",3.5,Badminton Racket,Yoga Mat,23
Amira Basak,07187891573,Electronics,Smartwatch,2.3,"Works well, but could be improved in durability.",tvarughese@dada.com,Bihar,"56/158, Kalla
Jamalpur-286817",2.3,Tablet,Headphones,25
Rohan Saraf,08285943901,Electronics,Smartphone,2.6,Poor customer service. The product was damaged on arrival.,pkashyap@sampath.info,West Bengal,"952, Kulkarni Street
Gangtok 303071",4.3,Headphones,Smartwatch,53
Zaina Mangat,9.14131E+11,Electronics,Smartwatch,4.9,Amazing features at this price! Highly recommended.,baraduthkarsh@sarma-balakrishnan.com,Tripura,"633
Dada Ganj
Muzaffarpur 961995",3.8,Tablet,Smartwatch,39
Heer Issac,02217891422,Beauty,Foundation,1.5,"The product is decent, but delivery took too long.",aramakrishnan@sodhi.com,Manipur,"80/72, Dugar Chowk
Kishanganj 670507",1,Perfume,Perfume,47
Madhav Aggarwal,07215096838,Books,Non-fiction,3,"Works well, but could be improved in durability.",jivika05@hotmail.com,Jharkhand,"947, Hari Circle, Pondicherry 650884",4.7,Fiction,Non-fiction,95
Tiya Sodhi,8710244079,Beauty,Face Cream,4,Amazing features at this price! Highly recommended.,koshyshamik@hotmail.com,Bihar,"91
Deshmukh Zila
Uluberia 184844",1.7,Perfume,Lipstick,44
Ayesha Bansal,06142187532,Home Appliances,Air Conditioner,3.7,Great value for money. Will buy again.,khushigola@yahoo.com,Sikkim,"43, Saxena Circle
Ajmer-357717",2.6,Washing Machine,Refrigerator,11
Badal Sane,9.19808E+11,Electronics,Smartphone,2.1,Loved it! Exactly what I was looking for.,faiyazjain@hotmail.com,Madhya Pradesh,"82/439
Hegde Zila
Suryapet 503605",3.6,Tablet,Smartwatch,0
Bhamini Yohannan,9.17906E+11,Electronics,Headphones,4.4,Great value for money. Will buy again.,imanda@gmail.com,Assam,"03/95
Kakar Nagar
Mirzapur 700120",4.8,Smartphone,Smartwatch,90
Saira Sandal,7318248645,Electronics,Smartwatch,2.2,Loved it! Exactly what I was looking for.,jchadha@mall-dhawan.com,Odisha,"83/38, Kanda Marg, Srikakulam-663265",2.1,Laptop,Smartphone,82
Biju Agrawal,5297359427,Clothing,Shoes,2.1,Not as described. Disappointed with the quality.,ddhar@yahoo.com,Tripura,"71/503
Rajagopal Ganj
Nadiad-662753",2.5,Jeans,Jacket,3
Indrajit Tella,07845594636,Electronics,Laptop,2.1,"Works well, but could be improved in durability.",daliashaan@singh.net,Uttar Pradesh,"51, Verma Road
Jaipur 668732",2.5,Laptop,Tablet,2
Shayak Das,5279574076,Home Appliances,Washing Machine,3.6,Not as described. Disappointed with the quality.,sampathindrans@hotmail.com,Kerala,"17/59
Dar Circle, Thanjavur 301115",1.5,Washing Machine,Air Conditioner,94
Gokul Manda,08776825900,Electronics,Laptop,2.8,Great value for money. Will buy again.,jayandani@bhakta-goyal.biz,Bihar,"734
Kant Nagar
Thiruvananthapuram-073450",4.9,Laptop,Laptop,65
Manjari Kala,9.18448E+11,Clothing,T-shirt,2.5,Poor customer service. The product was damaged on arrival.,vardaniya74@yahoo.com,Goa,"27/85
Dara Road, Sultan Pur Majra-765571",3,Jeans,T-shirt,83
Drishya Mandal,7161674378,Beauty,Foundation,2.2,Great value for money. Will buy again.,pihuwagle@yahoo.com,Maharashtra,"H.No. 318
Lanka Nagar, Mangalore-625719",3.9,Perfume,Lipstick,34
Ivan Sangha,03742516582,Clothing,Shoes,4.4,Loved it! Exactly what I was looking for.,voraaarav@bala-basak.net,Maharashtra,"H.No. 65, Krishna Circle, Shivpuri-948859",3.2,Shoes,T-shirt,23
Divit Gandhi,9.17851E+11,Beauty,Foundation,1.5,Superb performance! Exceeded my expectations.,mamootygoel@yahoo.com,Uttarakhand,"672, Swamy Marg, Kanpur-837167",1.8,Foundation,Lipstick,73
Anahi Kulkarni,09151688967,Sports,Cricket Bat,2.2,Loved it! Exactly what I was looking for.,choudharynakul@hotmail.com,Uttarakhand,"69, Trivedi Road
Sambalpur 155728",2.6,Yoga Mat,Badminton Racket,16
Rhea Desai,9.15457E+11,Clothing,Saree,4.1,Great value for money. Will buy again.,sjaggi@dhar.biz,Madhya Pradesh,"379
Bansal Nagar
Cuttack 470311",4.4,Shoes,Saree,98
Amira Ravi,04714657985,Clothing,Shoes,2.4,Superb performance! Exceeded my expectations.,bajajanvi@shere.com,Goa,"H.No. 29, Brar Nagar, Madurai-243444",1.2,Saree,Shoes,77
Rania Sagar,9.18137E+11,Beauty,Foundation,1.3,Excellent quality! Very satisfied with the purchase.,goyaldishani@gmail.com,Sikkim,"17/82
Bhattacharyya Nagar
Thanjavur-059424",1.1,Face Cream,Perfume,32
Damini Chauhan,8892375169,Clothing,Jeans,3.6,"Works well, but could be improved in durability.",ykrish@hotmail.com,Andhra Pradesh,"H.No. 25, Rama Street
Mysore-089722",2.5,Jacket,Jacket,29
Divij Dube,06617335648,Home Appliances,Washing Machine,4.4,Excellent quality! Very satisfied with the purchase.,amani72@hotmail.com,Uttar Pradesh,"H.No. 036, Ray Circle, Rohtak-354168",4.1,Refrigerator,Microwave,11
Kartik Sha,4540027745,Home Appliances,Air Conditioner,3.4,Loved it! Exactly what I was looking for.,purab94@hotmail.com,Uttar Pradesh,"11/610, Joshi, Dindigul 060574",3.4,Air Conditioner,Microwave,89
Riya Anand,09314780381,Home Appliances,Microwave,3.2,"Works well, but could be improved in durability.",kumarparinaaz@dey.com,West Bengal,"52
Atwal Street
Tezpur 784473",3.1,Washing Machine,Air Conditioner,68
Rohan Kurian,5776324482,Clothing,T-shirt,1.9,Amazing features at this price! Highly recommended.,kakaraayush@andra-kalla.org,Chhattisgarh,"H.No. 107, Bassi Path
Haridwar 956657",3.7,T-shirt,Saree,26
